#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
temptation.4_desc;Weakness, all you see around you is weakness and corruption. Peace breeds excess, only war is pure. Every day you spend you long for the clash of arms, the splatter of fresh blood on your face, to see your enemies homesteads in flames and their warriors in flight. Better that than to forever be surrounded by whining, ungrateful vassals and forced to listen to the false advice of effete scholars and sorcerers. Kill them, kill them all! Khrone, Master of the Skull Throne, calls you to his service. It matters not from whence the blood flows, only that it does.;;;;;;;;;;;;;x
temptation.4.TOOLTIP1;BLOOD FOR THE BLOOD GOD, SKULLS FOR THE SKULL THRONE!!!;;;;;;;;;;;;;x
temptation.4.TOOLTIP2;What am I thinking?! I'm a warrior, not a butcher!;;;;;;;;;;;;;x
temptation.5;The Power of Chaos;;;;;;;;;;;;;x
temptation.5_desc;Everywhere those in power seek to blind the teaming mass of humanity to the horrors that lurk just out of sight. The Blood God, the Changer of Ways, the Prince of Pleasure and the Great Corrupter are all names for a unspeakable force that was ancient when the mountains and the seas were young. Fools deny it, but the Runinous Powers are very real. Those who serve them well are rewarded, or else are damned for eternity. Do you dare sell your soul to Chaos Undivided, the Primordial Annihilator - and risk all for the sake of immortality and a escape from death itself?;;;;;;;;;;;;;x
temptation.5.TOOLTIP1;[Root.Religion.GetRandomGodName]? Bah, these are the real Gods!;;;;;;;;;;;;;x
temptation.5.TOOLTIP2;My faith in [Root.Religion.GetRandomGodName] in unshakeable!;;;;;;;;;;;;;x
temptation.6;The Cult;;;;;;;;;;;;;x
temptation.6_desc;You hurry through the streets, scurrying like a common criminal through the backstreets and the slums, a hood obscuring your face from sight. But you are no common thief or mere conspirator, you serve a greater power. You duck and weave your way to arranged meeting place, whispering a password in a forbidden language. Inside, you are greeted by your new Brothers and Sisters, and after a blood curdling ritual test you are finally inaugurated into the Cult.;;;;;;;;;;;;;x
temptation.6.TOOLTIP1;It's too late to turn back now....;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
BLANKNAME;TEXTNAME;;;;;;;;;;;;;x
