#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DYN4_DESC;With a score of $SCORE$ you$FAILED$ beat House Untermensch. Despite the unfortunate name, the Untermensch family held a significant amount of influence on the history of the Empire. Most infamous of all is the first Ottilia, Elector of Talabecland, who rebelled against the Imperial election of 1359 and triggered the start of what would become the Age of Three Emperors. The Untermensch dynasty held onto the province of Talabecland and maintained their claim for the Imperial throne right until the ascension of Magnus the Pious in 2304. Despite their longetivity and persistance, they never extended outside of Talabecland, and are mostly remembered for causing the fragmentation of the Empire.;;;;;;;;;;;;;x
DYN5_DESC;With a score of $SCORE$ you$FAILED$ beat House Bokha of Kislev. Directly descended from Khan-Queen Miska of the Gospodars, the Bokhas have withstood some of the fiercest Chaos incursions the world has seen.;;;;;;;;;;;;;x
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House van der Maacht. Their influence in Marienburg and Westerland stretches back into the hazy past, but it is believed they are distantly related to the various Nordlander ruling houses. The power of Marienburg under the van der Maachts grew as the Imperial system weakened during the Age of Three Emperors, as they took advantage of the general confusion and corruption to strengthen their own position. Nominally a subject territory of Nordland, the political and economic power of the city-state grew to the extent that in 1979 the infant Countess Magritta was elected Empress. The obvious fraud and bribery of the decision dissolved whatever integrity the Empire still had, and by 1980 the Empire had completely broken apart into constituent provinces and imperial claimants. The van der Maachts continued to make their claim for the Imperal throne, but were unable to make much headway due to the destruction caused by the Vampire Wars. In 2302, the last surviving member, Paulus van der Maacht, marched with Magnus the Pious to fight the forces of Chaos in Kislev. His death in battle resulted in the city being thrown into confusion over the sucession, which Magnus solved in 2305 by giving control of the city to a board of merchants.;;;;;;;;;;;;;x
DYN7_DESC;With a score of $SCORE$ you$FAILED$ beat House Todbringer. Sometimes known instead as Wüterich, they have held Middenland and Middenheim for many centuries, building a reputation for fierce and proud servants of Ulric.;;;;;;;;;;;;;x
DYN8_DESC;With a score of $SCORE$ you$FAILED$ beat House von Holzkrug. The von Holzkrugs held the throne of Reikland for centuries during the Age of Three Emperors, and even held the Imperial throne at one point. With the support of the Grand Theogonist, they rebelled against the electon of Magritta van der Maacht and attemped to press their own claim for the throne, resulting in the total fragmation of the already ailing Empire. The rulers of Reikland gained some fame for their exploits in the Vampire Wars, but the distrust and emnity of their neighbours prevented them from reuniting the Empire. The family came to an end in 2302 when the last heir, Lorenz, travelled with Magnus the Pious to Kislev to fight in the Great War Against Chaos. His death caused no small turmoil in the succession, which resulted in the Grand Theogonist ceding control of the realm to Magnus in recognition of his services to Sigmar.;;;;;;;;;;;;;x
DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House von Alptraum.;;;;;;;;;;;;;x
DYN10_DESC;With a score of $SCORE$ you$FAILED$ beat House Toppenheimer. Though not Electors, the Toppenheimers have expanded through Wissenland and Solland, securing an excellent power base.;;;;;;;;;;;;;x
DYN11_DESC;With a score of $SCORE$ you$FAILED$ beat House Gausser.;;;;;;;;;;;;;x
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House von Krystallbach. After the defeat of Mannfred von Carstein in 2145, a moment of ill-conceived ambition led Graf Martin von Krystallbach to declare that Sylvania was a component province of Stirland, to the mild concern of his peers. Although this did effectively double the size of his realm, Sylvania proved to be nigh-impossible to govern and remained a regional menace for centuries to come.;;;;;;;;;;;;;x
DYN13_DESC;With a score of $SCORE$ you$FAILED$ beat House von Drak. The von Draks of Sylvania were legendary in their ill-governance. Under their rule Sylvania was overrun by monsters and petty nobles abused their vassals with impunity. Their reign of ambivalent terror was only ended by the arrival of Vlad von Carstein.;;;;;;;;;;;;;x
DYN14_DESC;With a score of $SCORE$ you$FAILED$ beat House Stoutheart. In the 26th century, Hisme Stoutheart achieved a record ten consecutive three-year terms as Elder of the Mootland.;;;;;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House Nikse. The Nikse family were a minor noble family in Nordland, and are only known from their ocassional marriages into the Todbringer dynasty.;;;;;;;;;;;;;x
# RETINUES
RETTYPE_CUL_IMP;Imperial Infantry Company.;;;;;;;;;;;;;x
RETTYPE_CUL_IMP2;Imperial Light Infantry Company.;;;;;;;;;;;;;x
RETTYPE_CUL_BRET;Bertonian Pikeman Company.;;;;;;;;;;;;;x
RETTYPE_CUL_BRET2;Bertonian Archers Company.;;;;;;;;;;;;;x
# DISEASES GUI INFO
has_creeping_buboes;Has Creeping Buboes;;;;;;;;;;;;;x
has_creeping_buboes_desc;This character has Creeping Buboes, which leave horrible itchy red welts;;;;;;;;;;;;;x
has_green_pox;Has the Green Pox;;;;;;;;;;;;;x
has_green_pox_desc;This character has the Green Pox, which causes pus-filled boils to appear and burst, trickling green ichor;;;;;;;;;;;;;x
has_red_pox;Has the Red Pox;;;;;;;;;;;;;x
has_red_pox_desc;This character has the Red Pox, which is sometimes know as the Scarlet Scourge;;;;;;;;;;;;;x
has_rattlelung;Has Rattlelung;;;;;;;;;;;;;x
has_rattlelung_desc;This character has Rattlelung, and can never seem to stop coughing;;;;;;;;;;;;;x
has_tomb_rot;Has Tomb Rot;;;;;;;;;;;;;x
has_tomb_rot_desc;This character has Tomb Rot, which causes the flesh to rot away;;;;;;;;;;;;;x
has_nurgles_rot;Has Nurgle's Rot!;;;;;;;;;;;;;x
has_nurgles_rot_desc;This character has Nurgle's Rot, and is cursed to spread father Nurgle's "gifts";;;;;;;;;;;;;x
has_bone_auge;Has Bone Auge;;;;;;;;;;;;;x
has_bone_auge_desc;This character has Bone Auge, his bones are malformed in terrible way, [This.GetSheHe] is in constant pain ;;;;;;;;;;;;;x
creeping_buboes;Creeping Buboes;;;;;;;;;;;;;x
CREEPING_BUBOES_INFO;There is an epidemic of Creeping Buboes in this place;;;;;;;;;;;;;x
rattlelung;Rattlelung;;;;;;;;;;;;;x
RATTLELUNG_ROT_INFO;There is an epidemic of Rattlelung in this place;;;;;;;;;;;;;x
nurgles_rot;Nurgle's Rot;;;;;;;;;;;;;x
NURGLES_ROT_INFO;Father Nurgle has gifted this place with one his most virulent diseases;;;;;;;;;;;;;x
red_pox;the Red Pox;;;;;;;;;;;;;x
RED_POX_INFO;There is an epidemic of the Red Pox in this place;;;;;;;;;;;;;x
green_pox;the Green Pox;;;;;;;;;;;;;x
GREEN_POX_INFO;There is an epidemic of the Green Pox in this place;;;;;;;;;;;;;x
# EVENT MODIFIERS
# magic ones
spell_inspiration;Inspiration;;;;;;;;;;;;;x
spell_inspiration_desc;The luminous power of Hysh filled this character with wisdom.;;;;;;;;;;;;;x
spell_truthpower;The Power of Truth;;;;;;;;;;;;;x
spell_truthpower_desc;The words of this characters are empowered with powers of Hysh.;;;;;;;;;;;;;x
spell_eyesoftruth;Eyes of Truth;;;;;;;;;;;;;x
spell_eyesoftruth_desc;The wind magic wind allows this character to see through lies of others.;;;;;;;;;;;;;x
# province modifiers
recent_chaos_incursion;Recent Chaos Incursion;;;;;;;;;;;;;x
recent_chaos_incursion_desc;These lands were target of recent chaos incursion, those who didn't escape from this defiled land were killed by chaos host. This earth is soaked by blood and terrible creaters are haunting city streets in the light of day.;;;;;;;;;;;;;x
resistance;Resistance against Chaos;;;;;;;;;;;;;x
resistance_desc;Most of population is hiding before forces of Chaos, those who aren not will never surrender.;;;;;;;;;;;;;x
#CBS
# Chaos subjugation
CB_NAME_CHAOS_SUBJUGATION;Unholy Subjugation of [Title.GetBaseName];Assujettissement de [Title.GetBaseName];Unterwerfung von [Title.GetBaseName];;Subyugación de [Title.GetBaseName];;;;;;;;;x
chaos_subjugation_desc;The strongest will rule!;;;;;;;;;;;;;x
WAR_NAME_CHAOS_SUBJUGATION;$ORDER$$FIRST_ADJ$ Unholy Subjugation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ assujettissement de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Unterwerfung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ Subyugación de $OTHER_TITLE$;;;;;;;;;x
#chaos invasion
CB_NAME_CHAOS_INVASION;Chaos Invasion of [Title.GetBaseName];;;;;;;;;;;;;x
chaos_invasion_desc;Starts a Chaos Invasion in the glory of Dark Gods. Only a true champion of Gods may receive help form other follower of Chaos.;;;;;;;;;;;;;x
WAR_NAME_CHAOS_INVASION;$ORDER$$FIRST_ADJ$ Chaos Invasion of $OTHER_TITLE$;;;;;;;;;;;;;x 
