#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DYN5_DESC;With a score of $SCORE$ you$FAILED$ beat House Bokha of Kislev. Directly descended from Khan-Queen Miska of the Gospodars, the Bokhas have withstood some of the fiercest Chaos incursions the world has seen.;;;;;;;;;;;;;x
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House van der Maacht. Their influence in Marienburg and Westerland stretches back into the hazy past, but it is believed they are distantly related to the various Nordlander ruling houses. The power of Marienburg under the van der Maachts grew as the Imperial system weakened during the Age of Three Emperors, as they took advantage of the general confusion and corruption to strengthen their own position. Nominally a subject territory of Nordland, the political and economic power of the city-state grew to the extent that in 1979 the infant Countess Magritta was elected Empress. The obvious fraud and bribery of the decision dissolved whatever integrity the Empire still had, and by 1980 the Empire had completely broken apart into constituent provinces and imperial claimants. The van der Maachts continued to make their claim for the Imperal throne, but were unable to make much headway due to the destruction caused by the Vampire Wars. In 2302, the last surviving member, Paulus van der Maacht, marched with Magnus the Pious to fight the forces of Chaos in Kislev. His death in battle resulted in the city being thrown into confusion over the sucession, which Magnus solved in 2305 by giving control of the city to a board of merchants.;;;;;;;;;;;;;x
DYN7_DESC;With a score of $SCORE$ you$FAILED$ beat House Todbringer. Sometimes known instead as Wüterich, they have held Middenland and Middenheim for many centuries, building a reputation for fierce and proud servants of Ulric.;;;;;;;;;;;;;x
DYN8_DESC;With a score of $SCORE$ you$FAILED$ beat House von Holzkrug. The von Holzkrugs held the throne of Reikland for centuries during the Age of Three Emperors, and even held the Imperial throne at one point. With the support of the Grand Theogonist, they rebelled against the electon of Magritta van der Maacht and attemped to press their own claim for the throne, resulting in the total fragmation of the already ailing Empire. The rulers of Reikland gained some fame for their exploits in the Vampire Wars, but the distrust and emnity of their neighbours prevented them from reuniting the Empire. The family came to an end in 2302 when the last heir, Lorenz, travelled with Magnus the Pious to Kislev to fight in the Great War Against Chaos. His death caused no small turmoil in the succession, which resulted in the Grand Theogonist ceding control of the realm to Magnus in recognition of his services to Sigmar.;;;;;;;;;;;;;x
DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House von Alptraum.;;;;;;;;;;;;;x
DYN10_DESC;With a score of $SCORE$ you$FAILED$ beat House Toppenheimer. Though not Electors, the Toppenheimers have expanded through Wissenland and Solland, securing an excellent power base.;;;;;;;;;;;;;x
DYN11_DESC;With a score of $SCORE$ you$FAILED$ beat House Gausser.;;;;;;;;;;;;;x
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House von Krystallbach. After the defeat of Mannfred von Carstein in 2145, a moment of ill-conceived ambition led Graf Martin von Krystallbach to declare that Sylvania was a component province of Stirland, to the mild concern of his peers. Although this did effectively double the size of his realm, Sylvania proved to be nigh-impossible to govern and remained a regional menace for centuries to come.;;;;;;;;;;;;;x
DYN13_DESC;With a score of $SCORE$ you$FAILED$ beat House von Drak. The von Draks of Sylvania were legendary in their ill-governance. Under their rule Sylvania was overrun by monsters and petty nobles abused their vassals with impunity. Their reign of ambivalent terror was only ended by the arrival of Vlad von Carstein.;;;;;;;;;;;;;x
DYN14_DESC;With a score of $SCORE$ you$FAILED$ beat House Stoutheart. In the 26th century, Hisme Stoutheart achieved a record ten consecutive three-year terms as Elder of the Mootland.;;;;;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House Nikse. The Nikse family were a minor noble family in Nordland, and are only known from their ocassional marriages into the Todbringer dynasty.;;;;;;;;;;;;;x
